Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33528720,6/6/2016 18:26,6/15/2016 16:29,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10467,WARING AVENUE,WARING AVENUE,,,,,,BRONX,,N/A,Closed,6/20/2016 18:26,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/15/2016 16:29,Unspecified BRONX,BRONX,,,Bronx Park,BRONX,Bronx Park,X002,,,NA 0/0,Allerton Avenue and Bronx Park East,BRONX,NY,10467,N,,,,,,,,,,,,,,
33528807,6/6/2016 22:37,6/18/2016 11:15,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11367,,,,,KISSENA BOULEVARD,72 ROAD,INTERSECTION,FLUSHING,,N/A,Closed,6/20/2016 22:37,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/18/2016 11:15,08 QUEENS,QUEENS,"1,035,681","204,595",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72809318,-73.81443823,"(40.728093183203065, -73.81443823365504)"
33529930,6/6/2016 18:14,6/6/2016 18:20,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11229,,,,,,,,BROOKLYN,,N/A,Closed,6/20/2016 18:14,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 18:20,15 BROOKLYN,BROOKLYN,,,William E Kelly Memorial Park,BROOKLYN,William E Kelly Memorial Park,B051,,,7189658900,"Avenue S, East 14th and East 15th Streets",BROOKLYN,NY,11229,N,,,,,,,,,,,,,,
33529938,6/6/2016 4:35,6/6/2016 4:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 4:35,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 4:35,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - The Clove,MANHATTAN,Inwood Hill Park - The Clove,M042,,,2124080100,"West of Zone One, East of Indian Rock Shelters, Glacial Potholes",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33530052,6/6/2016 4:10,6/6/2016 4:11,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 4:10,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 4:11,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33532138,6/6/2016 15:01,7/11/2016 16:56,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 15:01,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,7/11/2016 16:56,07 MANHATTAN,MANHATTAN,,,Riverside Park,MANHATTAN,Riverside Park,M071,,,2124080250,"Riverside Drive to Hudson River, West 59th Street to Clair Place",NEW YORK,NY,10023,N,,,,,,,,,,,,,,
33532230,6/6/2016 17:02,6/6/2016 17:54,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10457,,,,,,,,BRONX,,N/A,Closed,6/20/2016 17:02,The reported condition was inspected and a summons has been issued.,6/6/2016 17:54,06 BRONX,BRONX,,,Belmont Playground - Bronx,BRONX,Belmont Playground - Bronx,X108,,,7184301800,Crotona Avenue and East 181st Street,BRONX,NY,10457,,,,,,,,,,,,,,,
33532332,6/6/2016 14:12,6/6/2016 15:05,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11421,,,,,,,,WOODHAVEN,,N/A,Closed,6/20/2016 14:12,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/6/2016 15:05,09 QUEENS,QUEENS,,,Equity Park,QUEENS,Equity Park,Q053,,,7185205900,"90th Street, 88th and 89th Avenues",WOODHAVEN,NY,11421,,,,,,,,,,,,,,,
33533423,6/6/2016 4:39,6/6/2016 4:40,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 4:39,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 4:40,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,Inwood Hill Park - Nature Center,M042,,,2123042365,218th Street and Indian Road,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33534486,6/7/2016 9:52,6/7/2016 10:34,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11354,,,,,,,,FLUSHING,,N/A,Closed,6/21/2016 9:52,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/7/2016 10:34,07 QUEENS,QUEENS,,,Bland Playground,QUEENS,Bland Playground,Q326,,,7185205900,"40th Road, Prince and Main Streets",FLUSHING,NY,11354,,,,,,,,,,,,,,,
33535703,6/7/2016 16:31,6/7/2016 17:06,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10022,,,,,EAST   57 STREET,SUTTON PLACE,INTERSECTION,NEW YORK,,N/A,Closed,6/21/2016 16:31,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/7/2016 17:06,06 MANHATTAN,MANHATTAN,"995,146","215,207",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75736328,-73.96067026,"(40.75736328049861, -73.9606702567204)"
33535704,6/7/2016 14:16,6/7/2016 14:54,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10027,,,,,,,,NEW YORK,,N/A,Closed,6/21/2016 14:16,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/7/2016 14:54,11 MANHATTAN,MANHATTAN,,,Marcus Garvey Park,MANHATTAN,Marcus Garvey Park,M058,,,2124080100,"Madison Avenue, East 120th to 124th Streets",NEW YORK,NY,10027,,,,,,,,,,,,,,,
33535712,6/7/2016 10:38,6/7/2016 11:10,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Recreation Center,10461,1400 WESTCHESTER AVENUE,WESTCHESTER AVENUE,BRONX RIVER AVENUE,BODY OF WATER,,,,BRONX,,N/A,Closed,6/21/2016 10:38,The condition was determined to be an emergency issue and NYPD was notified.,6/7/2016 11:10,10 BRONX,BRONX,"1,016,439","241,076",Recreation Center - Owen Dolen Senior Center,BRONX,Recreation Center - Owen Dolen Senior Center,X016,,,7188224282,1400 Westchester Avenue,BRONX,NY,10461,,,,,,,,,,,,,40.82831476,-73.88368802,"(40.82831475540707, -73.88368801543717)"
33535791,6/7/2016 18:46,6/7/2016 18:55,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11377,,,,,68 STREET,NORTHERN BOULEVARD,INTERSECTION,WOODSIDE,,N/A,Closed,6/21/2016 18:46,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/7/2016 18:55,01 QUEENS,QUEENS,"1,012,335","214,054",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7541607,-73.89863042,"(40.75416069990565, -73.89863041994184)"
33535792,6/7/2016 14:27,6/7/2016 16:20,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,,,,,,JACKIE ROBINSON,VERNON PLACE,,,,N/A,Closed,6/21/2016 14:27,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/7/2016 16:20,Unspecified QUEENS,QUEENS,,,Cunningham Park - Upper Playground,QUEENS,Cunningham Park - Upper Playground,Q021-01,,,7183184000,North of Grand Central Parkway,HOLLIS,NY,11423,,,,,,,,,,,,,,,
33536929,6/7/2016 12:35,6/7/2016 13:18,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10026,,,,,,,,NEW YORK,,N/A,Closed,6/21/2016 12:35,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 13:18,09 MANHATTAN,MANHATTAN,,,Morningside Park,MANHATTAN,Morningside Park,M056,,,2124080100,"West 110th to 123rd Streets, Manhattan Avenue to Morningside Drive",NEW YORK,NY,10026,,,,,,,,,,,,,,,
33539194,6/7/2016 9:40,6/7/2016 10:57,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Pool,11369,32-25 99 STREET,99 STREET,NORTHERN BOULEVARD,32 AVENUE,,,,EAST ELMHURST,,N/A,Closed,6/21/2016 9:40,The reported condition was inspected and a summons has been issued.,6/7/2016 10:57,03 QUEENS,QUEENS,"1,020,342","215,640",Pool - Fisher,QUEENS,Pool - Fisher,Q441,,,7185205900,32-25 99th Street,EAST ELMHURST,NY,11369,,,,,,,,,,,,,40.7584848,-73.8697216,"(40.75848480305495, -73.86972159777241)"
33539200,6/7/2016 15:19,6/7/2016 16:37,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,6/21/2016 15:19,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 16:37,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,Union Square Park,M089,,,2124080100,"Broadway to 4th Avenue, East 14th to 17th Streets",NEW YORK,NY,10003,,,,,,,,,,,,,,,
33539223,6/7/2016 9:04,6/15/2016 16:33,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,10467,,,,,,,,BRONX,,N/A,Closed,6/21/2016 9:04,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/15/2016 16:33,07 BRONX,BRONX,,,Williamsbridge Oval,BRONX,Williamsbridge Oval,X104,,,7184301800,"Van Cortlandt Avenue East, Bainbridge Avenue, Reservoir Oval",BRONX,NY,10467,N,,,,,,,,,,,,,,
33540292,6/7/2016 8:29,7/16/2016 15:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10028,,,,,,,,NEW YORK,,N/A,Closed,6/21/2016 8:29,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,7/16/2016 15:44,Unspecified MANHATTAN,MANHATTAN,,,Central Park - East 96th Street Playground,MANHATTAN,Central Park - East 96th Street Playground,M010-176,,,2124080100,"96th Street, West of 5th Avenue",NEW YORK,NY,10028,N,,,,,,,,,,,,,,
33541600,6/7/2016 12:43,6/7/2016 12:43,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10018,,,,,,,,NEW YORK,,N/A,Closed,6/21/2016 12:43,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/7/2016 12:43,05 MANHATTAN,MANHATTAN,,,Bryant Park,MANHATTAN,Bryant Park,M008,,,2127684242,"Between 5th and 6th Avenues, West 40th and 42nd Streets",NEW YORK,NY,10018,N,,,,,,,,,,,,,,
33542631,6/7/2016 10:35,6/7/2016 11:37,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10037,2230 5 AVENUE,5 AVENUE,WEST 136 STREET,EAST 135 STREET,,,,NEW YORK,,N/A,Closed,6/21/2016 10:35,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 11:37,10 MANHATTAN,MANHATTAN,"1,001,598","235,550",Howard Bennett Playground - PS 197,MANHATTAN,Howard Bennett Playground - PS 197,M217,,,2124080100,2230 5th Avenue,NEW YORK,NY,10037,,,,,,,,,,,,,40.81318907,-73.93732886,"(40.813189067741675, -73.93732886068788)"
33542642,6/7/2016 16:00,6/7/2016 17:07,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10026,,,,,WEST  110 STREET,FREDERICK DOUGLASS CIRCLE,INTERSECTION,NEW YORK,,N/A,Closed,6/21/2016 16:00,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 17:07,10 MANHATTAN,MANHATTAN,"995,916","230,929",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80051503,-73.9578636,"(40.80051503040789, -73.95786359964885)"
33542643,6/7/2016 19:06,6/7/2016 20:32,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10025,,,,,,,,NEW YORK,,N/A,Closed,6/21/2016 19:06,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 20:32,07 MANHATTAN,MANHATTAN,,,Frederick Douglass Playground,MANHATTAN,Frederick Douglass Playground,M220,,,2124080100,"West 100th to 101st Streets, Amsterdam Avenue",NEW YORK,NY,10025,,,,,,,,,,,,,,,
33547045,6/8/2016 21:43,6/18/2016 14:10,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,11101,,,,,,,,LONG ISLAND CITY,,N/A,Closed,6/22/2016 21:43,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/18/2016 14:10,02 QUEENS,QUEENS,,,Murray Playground,QUEENS,Murray Playground,Q141,,,7185205900,"21st Street, 45th Avenue, 11th Street, 45th Road",LONG ISLAND CITY,NY,11101,N,,,,,,,,,,,,,,
33547330,6/8/2016 11:17,6/8/2016 11:21,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Recreation Center,10461,1400 WESTCHESTER AVENUE,WESTCHESTER AVENUE,BRONX RIVER AVENUE,BODY OF WATER,,,,BRONX,,N/A,Closed,6/22/2016 11:17,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/8/2016 11:21,10 BRONX,BRONX,"1,016,439","241,076",Recreation Center - Owen Dolen Senior Center,BRONX,Recreation Center - Owen Dolen Senior Center,X016,,,7188224282,1400 Westchester Avenue,BRONX,NY,10461,N,,,,,,,,,,,,40.82831476,-73.88368802,"(40.82831475540707, -73.88368801543717)"
33548131,6/8/2016 11:28,6/8/2016 14:19,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11375,,,,,,,,FOREST HILLS,,N/A,Closed,6/22/2016 11:28,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/8/2016 14:19,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,Flushing Meadows Corona Park,Q099,,,7183536342,"Grand Central Parkway, Van Wyck Expressway",FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
33550215,6/8/2016 9:39,6/8/2016 9:57,DPR,Department of Parks and Recreation,Violation of Park Rules,Removing Flowers/Plants,Street/Curbside,11385,58-09 69 AVENUE,69 AVENUE,ONDERDONK AVENUE,FOREST AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Closed,6/22/2016 9:39,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/8/2016 9:57,05 QUEENS,QUEENS,"1,011,374","194,812",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70134914,-73.9021766,"(40.70134913547116, -73.90217659568488)"
33551296,6/8/2016 11:27,6/8/2016 13:18,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,6/22/2016 11:27,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/8/2016 13:18,06 MANHATTAN,MANHATTAN,,,Stuyvesant Square,MANHATTAN,Stuyvesant Square,M086,,,2124080100,"Rutherford to Livingston Place, East 15th to 17th Streets",NEW YORK,NY,10003,,,,,,,,,,,,,,,
33553394,6/9/2016 22:22,6/10/2016 17:08,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10451,,,,,,,,BRONX,,N/A,Closed,6/23/2016 22:22,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/10/2016 17:08,04 BRONX,BRONX,,,Joyce Kilmer Park,BRONX,Joyce Kilmer Park,X028,,,7184301800,"Walton Avenue, East 161st to 164th Streets, Grand Concourse",BRONX,NY,10451,N,,,,,,,,,,,,,,
33554431,6/9/2016 16:21,6/9/2016 16:31,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11215,,,,,,,,BROOKLYN,,N/A,Closed,6/23/2016 16:21,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/9/2016 16:31,Unspecified BROOKLYN,BROOKLYN,,,Prospect Park,BROOKLYN,Prospect Park,B073,,,7189658999,"Prospect Park West, Flatbush, Parkside, Ocean Avenues",BROOKLYN,NY,11215,,,,,,,,,,,,,,,
33556621,6/9/2016 14:49,6/9/2016 15:15,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,11207,,,,,,,,BROOKLYN,,N/A,Closed,6/23/2016 14:49,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/9/2016 15:15,05 BROOKLYN,BROOKLYN,,,Highland Park,BROOKLYN,Highland Park,B047,,,NA 0/0,Highland Boulevard and Bulwer Place,BROOKLYN,NY,11207,N,,,,,,,,,,,,,,
33557642,6/9/2016 13:35,6/9/2016 14:32,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11235,,,,,,,,BROOKLYN,,N/A,Closed,6/23/2016 13:35,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/9/2016 14:32,18 BROOKLYN,BROOKLYN,,,Marine Park,BROOKLYN,Marine Park,B057,,,7189658900,"Flatbush, Gerritsen and Fillmore Avenues, Jamaica Bay",BROOKLYN,NY,11235,,,,,,,,,,,,,,,
33557685,6/9/2016 12:02,6/9/2016 12:27,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Film Shoot,Park,10001,,,,,,,,NEW YORK,,N/A,Closed,6/23/2016 12:02,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/9/2016 12:27,04 MANHATTAN,MANHATTAN,,,Chelsea Park,MANHATTAN,Chelsea Park,M011,,,2124080100,West 27th Street and 9th Avenue,NEW YORK,NY,10001,,,,,,,,,,,,,,,
33557739,6/9/2016 13:16,6/9/2016 14:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11421,,,,,,,,WOODHAVEN,,N/A,Closed,6/23/2016 13:16,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/9/2016 14:35,09 QUEENS,QUEENS,,,Equity Park,QUEENS,Equity Park,Q053,,,7185205900,"90th Street, 88th and 89th Avenues",WOODHAVEN,NY,11421,,,,,,,,,,,,,,,
33559844,6/9/2016 22:54,6/9/2016 22:55,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11229,,,,,,,,BROOKLYN,,N/A,Closed,6/23/2016 22:54,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/9/2016 22:55,15 BROOKLYN,BROOKLYN,,,PFC Norton Playground,BROOKLYN,PFC Norton Playground,B208,,,7189658900,Nostrand Avenue and Marine Parkway,BROOKLYN,NY,11229,N,,,,,,,,,,,,,,
